name,name,info,img,douban,imdb,rt_tm,rt_ad,related_fb_post
以吾之名,以吾之名,"
                                　　最新消息，熱門韓劇《梨泰院Class》的安普賢有望主演 Netflix 的新劇《Nemesis》，與《夫妻的世界》韓素希和電影《魔女》樸喜洵合作。《Nemesis》講述接受組織命令成為警察的女臥底和需要逮捕那個女人的資深男警察陷入愛情的故事。
                                    
                                　　＊Nemesis，意思：希臘神話中的復仇女神－涅墨西斯。目前韓素希（臥底）和樸喜洵（組織老大）都已確定接演，安普賢若確定接演，將會在劇中飾演曾是柔道國家代表選手，但因意外而跌入人生低谷，為了報仇而成為刑警的「全弼道」一角，長得帥且身材壯碩。
                        ",https://upload.wikimedia.org/wikipedia/zh/thumb/3/33/My_Name.WEBP/250px-My_Name.WEBP.png,7.8,7.9,Nothing,Nothing,[]
神探具景伊,神探具景伊,"
                                　　李英愛或將出演女性動作驚悚新劇《驚奇的具璟伊》(경이로운 구경이，暫譯)。《驚奇的具璟伊》將是韓版《殺死伊芙》，該劇由李政勳([無人知曉])執導，由綜藝出身的新人編劇團隊執筆。故事講述丈夫去世，自己曾是警察，現在是調查官的女主角和殺人魔女大學生之間緊張的交戰。李英愛將飾演疑心很重的女主角，她是新型偵探，肩膀彎曲，眼睛凹陷、皮膚鬆弛、走路像幽靈，經常穿長及腳踝的大衣。不知道蒸米飯用多少水，但是卻知道找到犯人的方法，擁有非凡頭腦，但案件結束就想回家喝酒吃花生。她調查時不擇手段，一口酒就能讓她精力值、體力值同時充滿，做出不可思議的推理。李英愛經紀公司表示，目前正在考慮中。如果確定出演，這將是李英愛時隔4年再度迴歸電視劇。
                        ",https://upload.wikimedia.org/wikipedia/zh/thumb/9/93/Inspector_Koo.jpg/250px-Inspector_Koo.jpg,6.8,Nothing,Nothing,Nothing,[]
地獄公使,地獄公使,"
                                　　令人難以置信的地獄場景，在首爾市中心的人群面前上演。神祕生物判人有罪，應下地獄受罰。而異界生物恰好在指定的時間出現，將被定罪的人處以極刑 — 活活燒死。在這些令人費解的超自然事件所造成的巨大混亂中，新興宗教組織“新真理教”的領導人鄭晉守發出了威嚴的聲音。他聲稱，只有罪人才會被判刑，而這些事件代表了規範人類行為的神聖意志。“箭鏃”— 他盲目的追隨者們親自動手，負責對違背神意者施以酷刑。世界變成了人間地獄。
                                    
                                　　律師閔惠珍挑戰鄭議長的權威，聲稱地獄場景只是超自然現象。她與少數試圖保護“有罪者“的人聯手，讓世界回到人類的領域，而不是納入神的麾下。他們奮起反抗“新真理教”煽動的混亂。
                        ",None,6.9,6.7,Nothing,Nothing,"[658897401791496, 658916378456265, 658952155119354, 658952591785977, 658989981782238, 659010498446853, 659036441777592, 659084181772818, 659121801769056, 659150075099562, 659182441762992, 659183758429527, 659196581761578, 659198735094696, 659212191760017, 659279995086570, 659456475068922, 659489311732305, 659494615065108, 659506935063876, 659617301719506, 659714911709745, 659822821698954, 659918348356068, 661302954884274, 661409651540271, 661481551533081, 663109094703660, 663120264702543, 669114534103116, 658463348501568, 658465295168040, 658466165167953, 658472635167306, 658495985164971, 658498515164718, 658498681831368, 658528251828411, 658531001828136, 658536611827575, 658539958493907, 658554418492461, 658558878492015, 658570235157546, 658582541822982, 658589395155630, 658591995155370, 658596335154936, 658601141821122, 658601948487708, 658631021818134, 658685191812717, 658698465144723, 658710421810194, 658733375141232, 658748831806353, 658759038471999, 658765341804702, 658878905126679, 658895348458368, 658410235173546, 658412668506636, 658412835173286, 658416018506301, 658417715172798, 658417811839455, 658418168506086, 658418735172696, 658419225172647, 658419498505953, 658421021839134, 658423128505590, 658425005172069, 658425918505311, 658426331838603, 658428675171702, 658428685171701, 658428985171671, 658432915171278, 658437065170863, 658439861837250, 658440015170568, 658444988503404, 658448881836348, 658449478502955, 658449541836282, 658449805169589, 658450151836221, 658452575169312, 658458201835416, 658363848511518, 658363975178172, 658367931844443, 658369011844335, 658369045177665, 658370935177476, 658375715176998, 658380701843166, 658381138509789, 658381485176421, 658384288509474, 658385245176045, 658385458509357, 658386108509292, 658386601842576, 658387321842504, 658388651842371, 658388865175683, 658389721842264, 658390045175565, 658390058508897, 658391031842133, 658391158508787, 658396451841591, 658397248508178, 658400965174473, 658402855174284, 658408585173711, 658409971840239, 658410191840217, 658339268513976, 658339995180570, 658340968513806, 658341168513786, 658341435180426, 658342218513681, 658342441846992, 658342455180324, 658343161846920, 658343275180242, 658344685180101, 658345208513382, 658345435180026, 658345601846676, 658346791846557, 658346865179883, 658346955179874, 658348208513082, 658348995179670, 658349331846303, 658350085179561, 658350205179549, 658351618512741, 658352305179339, 658354058512497, 658355878512315, 658356278512275, 658357025178867, 658357261845510, 658362728511630, 658316508516252, 658316891849547, 658316901849546, 658317691849467, 658318085182761, 658318958516007, 658319368515966, 658319638515939, 658319938515909, 658321315182438, 658322201849016, 658323345182235, 658325535182016, 658325698515333, 658325995181970, 658326081848628, 658326268515276, 658326518515251, 658326908515212, 658327821848454, 658328085181761, 658331191848117, 658331445181425, 658331858514717, 658333225181247, 658336081847628, 658336168514286, 658336375180932, 658336878514215, 658337245180845, 658304001850836, 658305198517383, 658305631850673, 658306505183919, 658306621850574, 658307125183857, 658308185183751, 658308208517082, 658308538517049, 658308695183700, 658309775183592, 658309895183580, 658310001850236, 658310031850233, 658311081850128, 658311121850124, 658311255183444, 658311678516735, 658312091850027, 658312528516650, 658312578516645, 658313195183250, 658313825183187, 658313865183183, 658314165183153, 658314398516463, 658314488516454, 658314808516422, 658315068516396, 658315568516346, 658295441851692, 658295795184990, 658296321851604, 658296345184935, 658296455184924, 658296881851548, 658296971851539, 658297341851502, 658297438518159, 658297901851446, 658298231851413, 658298405184729, 658298615184708, 658298655184704, 658298671851369, 658298681851368, 658298698518033, 658299111851325, 658299428517960, 658300155184554, 658300218517881, 658300278517875, 658301848517718, 658302158517687, 658302195184350, 658302668517636, 658303121850924, 658303145184255, 658303625184207, 658303851850851, 658290135185556, 658290408518862, 658291051852131, 658291828518720, 658292015185368, 658292315185338, 658292638518639, 658293385185231, 658294061851830, 658294341851802, 658294538518449, 658294991851737]"
大債時代,大債時代,"
                                　　《大債時代》描述當代年輕人踏入社會被迫面對負債的壓力
                        ",None,7.8,6.7,97%,97%,[]
天橋上的魔術師,天橋上的魔術師,"
                                　　你的夢想是什麼？如果真心想要，就會成真。有一天，西門町天橋上出現一名魔術師，從此商場裡每個角落都出現了神祕魔幻的變化。
                                    
                                　　改編自吳明益同名小說，金馬得獎導演楊雅喆指導。2月20日起，週週上線。
                        ",https://upload.wikimedia.org/wikipedia/zh/thumb/1/1a/%E3%80%8A%E5%A4%A9%E6%A9%8B%E4%B8%8A%E7%9A%84%E9%AD%94%E8%A1%93%E5%B8%AB%E3%80%8B%E6%B5%B7%E5%A0%B1.jpg/250px-%E3%80%8A%E5%A4%A9%E6%A9%8B%E4%B8%8A%E7%9A%84%E9%AD%94%E8%A1%93%E5%B8%AB%E3%80%8B%E6%B5%B7%E5%A0%B1.jpg,8.7,7.8,91%,91%,[]
火神的眼淚,火神的眼淚,"
                                　　故事描述一群大員市消防局同安分隊的消防隊員，在每次面臨驚險的打火、救護與救援任務中看見人性與社會百態，透過他們執行的案件揭露許多消防職業不為人知的心酸故事。
                        ",https://upload.wikimedia.org/wikipedia/zh/thumb/4/46/%E3%80%8A%E7%81%AB%E7%A5%9E%E7%9A%84%E7%9C%BC%E6%B7%9A%E3%80%8B%E5%AE%98%E6%96%B9%E4%B8%BB%E8%A6%96%E8%A6%BA%E6%B5%B7%E5%A0%B1.jpg/250px-%E3%80%8A%E7%81%AB%E7%A5%9E%E7%9A%84%E7%9C%BC%E6%B7%9A%E3%80%8B%E5%AE%98%E6%96%B9%E4%B8%BB%E8%A6%96%E8%A6%BA%E6%B5%B7%E5%A0%B1.jpg,9.1,8.2,33%,33%,[]
斯卡羅,斯卡羅,Nothing,None,Nothing,7.4,Nothing,Nothing,[]
四樓的天堂,四樓的天堂,"
                                　　在隱身老舊公寓四樓的一間私人推拿會所，一名推拿師帶給客人身心靈的療愈。
                        ",None,7.4,7.1,--,--,[]
2049：幸福話術,2049：幸福話術,"
                                　　瀚草影視繼去年《誰是被害者》後，預計6月推出未來影集《2049》，由邵雨薇、林柏宏、林子熙、莫允雯、陳漢典、李亦捷等分別主演《完美預測》、《刺蝟法則》以及《幸福話術》3單元。
                                    
                                　　《2049》結多位女星詮釋母親、人妻，以女性觀點縱視科技在2049年對人類帶來的變化與困境，尤其邵雨薇、林子熙、莫允雯、李亦捷在該影集分別坐擁「完美預測」、「記憶重建裝置」、「讀心裝置Stable」等新科技，她們看似活在科技創新的未來，但當人人渴望的科技全面入侵家庭，導致幻想、夢境與現實的界線逐漸模糊，女人該如何自處？又該如何捍衛愛情、親情？是該影集欲探討的核心價值之一。
                        ",None,5.5,8.0,Nothing,Nothing,[]
比悲傷更悲傷的故事,比悲傷更悲傷的故事,"
                                　　唱片業高階主管柏翰與助理安以琪為了幫天后歌姬尋找主打歌〈最悲傷的事〉的原作曲與作詞人的下落，在樂壇前輩吉哥與小貓女的神祕幫助下，揭開K張哲凱與Cream 宋媛媛這對戀人的悲傷愛情故事，以及過程中被牽連的暖男牙醫楊祐賢和攝影師Cindy 的相愛相殺。
                        ",None,7.5,6.1,Nothing,Nothing,[]
茶金,茶金,"
                                　　全臺灣最大茶葉出口商的獨生女薏心（連俞涵 飾），邂逅因美援任務重返臺灣的失意戰俘KK（溫升豪 飾），她決定不顧父親吉桑（郭子乾 飾）反對，介入債臺高築的家族事業，即使身份與使命相差甚遠，揹負憂傷過往的KK仍深深吸引著薏心，詭變的時代危機環伺，少女薏心如何在茶葉商戰中，帶領搖搖欲墜的日光茶公司走向世界？
                                    
                                　　電視劇《茶金》由金鐘導演林君陽執導，故事靈感源自真實人物與歷史。
                                    
                                　　將於2021年冬季，與大家見面！
                        ",https://upload.wikimedia.org/wikipedia/zh/thumb/8/8d/Gold_Leaf_Poster.jpg/250px-Gold_Leaf_Poster.jpg,7.4,8.8,Nothing,Nothing,"[688220885525814, 688817562132813, 688870152127554, 687534908927745, 687552735592629, 687571508924085, 687581925589710, 687588712255698, 687605825587320, 687768138904422, 687768352237734, 687782695569633, 687804258900810, 687810502233519, 687815928899643, 687832118898024, 687843385563564, 687843968896839, 687888715559031, 687889375558965, 687929855554917, 688013218879914, 688017982212771, 688092988871937, 688136398867596, 688263142188255, 688411678840068, 688414068839829, 688453808835855, 688640762150493, 688686228812613, 682291679452068, 684210625926840, 684162615931641, 682387876109115, 683417572672812, 682960866051816, 682329186114984, 684789442535625, 684373979243838, 682542756093627, 682453459435890, 682992309382005, 682297369451499, 684822145865688, 682645416083361, 683175352697034, 682472386100664, 682342356113667, 682527282761841, 682381502776419, 682409819440254, 682415079439728, 682382716109631, 683990762615493, 682353696112533, 682339976113905, 683018099379426, 683708269310409, 683280889353147, 682504159430820, 682657692748800, 682511299430106, 682416686106234, 683281882686381, 682388159442420, 682662869414949, 682502079431028, 682360106111892, 682293389451897, 686604489020787, 682371826110720, 682377036110199, 684429609238275, 682342822780287, 682375299443706, 682750582739511, 682683029412933, 682413522773217, 682389959442240, 682299612784608, 682363132778256, 682800972734472, 682463502768219, 683270822687487, 682395139441722, 682490266098876, 682652172749352, 682443172770252, 682298032784766, 684709822543587, 682352629445973, 682687652745804, 682695752744994, 682370282777541, 683384842676085, 682403079440928, 682292696118633, 684162965931606, 683605279320708, 683526389328597, 683600882654481, 682954116052491, 682503029430933, 682461519435084, 682360892778480, 682834952731074, 682384799442756, 682294302785139, 682310596116843, 682699322744637, 683311032683466, 682361376111765, 682353062779263, 682534599427776, 682563949424841, 682348379446398, 682489446098958, 682919069389329, 682674882747081, 683010099380226, 683907935957109, 683627859318450, 682683549412881, 682619742752595, 682312262783343, 682352059446030, 682325832781986]"
